pick,owner_name,price,player_name,player_id,position
-,joe,17,Todd Gurley,2552475,RB
-,joe,4,Phillip Lindsay,2559947,RB
-,joe,2,Ronald Jo,2560770,RB
-,joe,4,Jordan Howard,2555418,RB
-,joe,2,Tarik Cohen,2558250,RB
-,Jerms,1,Henry Ru,9000051,WR
-,Michael,30,Travis Kelce,2540258,TE
-,Dennis,5,Evan Engram,2557858,TE
-,Keenan,1,Jared Cook,71265,TE
-,Jerms,9,Darren Waller,2552408,TE
-,Brock,5,Hunter Henry,2555341,TE
-,Daniel,2,Chris Herndon,2560738,TE
-,Daniel,7,Tyler Higbee,2555364,TE
-,Kevin,1,T.J. Hockenson,2562378,TE
-,Dag,17,Zach Ertz,2540158,TE
-,Dag,1,Hayden Hurst,9000053,TE
-,Woody,17,Mark Andrews,2560957,TE
-,joe,8,Rob Gronkowski,497240,TE
-,joe,30,George Kittle,2558266,TE
-,Michael,3,Michael Gallup,2560735,WR
-,Michael,5,A.J. Green,2495450,WR
-,Dennis,27,Chris Godwin,2558105,WR
-,Dennis,2,Jamison Crowder,2552415,WR
-,Dennis,2,Marvin Jones,2532884,WR
-,Keenan,43,Michael Thomas,2556370,WR
-,Keenan,9,D.K. Metcalf,2562685,WR
-,Keenan,10,Keenan Allen,2540154,WR
-,Keenan,16,A.J. Brown,2562238,WR
-,Jerms,38,Davante Adams,2543495,WR
-,Jerms,36,Tyreek Hill,2556214,WR
-,Jerms,3,Tyler Boyd,2555466,WR
-,Jerms,1,Diontae Johnson,9000045,WR
-,Jordan,22,Mike Evans,2543468,WR
-,Jordan,1,Golden Tate,497326,WR
-,Jordan,1,John Brown,2543847,WR
-,Jordan,1,Jerry Jeudy,9000050,WR
-,Jordan,1,Justin Jefferson,9000052,WR
-,Jordan,1,Alshon Jeffery,2533039,WR
-,Brock,11,Terry McLaurin,2562489,WR
-,Brock,16,Allen Robinson,2543509,WR
-,Brock,21,Kenny Golladay,2558052,WR
-,Brock,5,Stefon Diggs,2552608,WR
-,Daniel,16,Adam Thielen,2541785,WR
-,Daniel,13,Robert Woods,2540169,WR
-,Daniel,7,D.J. Chark,2561018,WR
-,Daniel,8,Calvin Ridley,2560854,WR
-,Kevin,4,DeVante Parker,2552409,WR
-,Kevin,5,Courtland Sutton,2560888,WR
-,Kevin,1,Christian Kirk,2560781,WR
-,Brandon,16,Amari Cooper,2552487,WR
-,Brandon,7,Tyler Lockett,2552430,WR
-,Brandon,6,T.Y. Hilton,2532865,WR
-,Brandon,4,Brandin Cooks,2543498,WR
-,Dag,18,Odell Beck,2543496,WR
-,Dag,20,JuJu Smith-Schuster,2558149,WR
-,Dag,9,Cooper Kupp,2557898,WR
-,Dag,2,Julian Edelman,238498,WR
-,Dag,4,Will Fuller,2555346,WR
-,Dag,3,Jarvis Landry,2543488,WR
-,Woody,5,CeeDee Lamb,9000047,WR
-,Woody,40,Julio Jones,2495454,WR
-,Woody,3,Deebo Samuel,2562721,WR
-,joe,40,DeAndre Hopkins,2540165,WR
-,joe,17,D.J. Moore,2560813,WR
-,joe,7,Marquise Brown,2562379,WR
