"used_id","name","price","player_id","position","year","owner"
848,"Giovani Bernard",4,2540156,"RB",2015,"Brandon"
826,"Lesean McCoy",29,79607,"RB",2015,"Brandon"
819,"Le'Veon Bell",56,2540175,"RB",2015,"Brandon"
814,"Ryan Fitzpatrick",2,2506581,"QB",2015,"Brandon"
813,"Josh McCown",2,2505076,"QB",2015,"Brandon"
796,"Colin Kaepernick",24,2495186,"QB",2015,"Brandon"
774,"Julian Edelman",4,238498,"WR",2014,"Brandon"
718,"Marshawn Lynch",45,2495663,"RB",2014,"Brandon"
716,"Matt Forte",50,234,"RB",2014,"Brandon"
707,"Teddy Bridgewater",6,2543465,"QB",2014,"Brandon"
698,"Andy Dalton",28,2495143,"QB",2014,"Brandon"
689,"Matthew Stafford",56,79860,"QB",2014,"Brandon"
647,"Chris Ivory",10,2507999,"RB",2013,"Brandon"
632,"C.J. Spiller",49,497204,"RB",2013,"Brandon"
619,"Sam Bradford",20,497095,"QB",2013,"Brandon"
618,"Matt Schaub",21,2505982,"QB",2013,"Brandon"
