ranking,year,position,player_id
17,2017,WR,2543457
18,2017,WR,2543495
19,2017,WR,2531332
20,2017,WR,2540154
21,2017,WR,71269
22,2017,WR,497322
23,2017,WR,497326
24,2017,WR,2543488
25,2017,WR,2506106
26,2017,WR,238498
27,2017,WR,2556214
28,2017,WR,2543572
29,2017,WR,2543614
30,2017,WR,2550256
31,2017,WR,2552608
32,2017,WR,2552415
33,2017,WR,2495893
34,2017,WR,2543471
35,2017,WR,1581
36,2017,WR,2346
37,2017,WR,497284
38,2017,WR,2553568
39,2017,WR,2552409
40,2017,WR,80429
41,2017,WR,71217
42,2017,WR,2495448
43,2017,WR,2555333
44,2017,WR,2507763
45,2017,WR,2557848
46,2017,WR,2543500
47,2017,WR,2543847
48,2017,WR,2532903
49,2017,WR,2541785
50,2017,WR,2543828
51,2017,WR,2532884
52,2017,WR,2553913
53,2017,WR,2507166
54,2017,WR,2555343
55,2017,WR,2552597
56,2017,WR,2540202
57,2017,WR,2540169
58,2017,WR,2558846
59,2017,WR,2552430
60,2017,WR,2555295
1,2017,TE,497240
2,2017,TE,2540258
3,2017,TE,2540160
4,2017,TE,2495700
5,2017,TE,497236
6,2017,TE,2540148
7,2017,TE,2495966
8,2017,TE,2495438
9,2017,TE,1062
10,2017,TE,2540158
11,2017,TE,2555341
12,2017,TE,2543466
13,2017,TE,2540232
14,2017,TE,2532838
15,2017,TE,2505629
16,2017,TE,2550656
17,2017,TE,2505299
18,2017,TE,2543721
19,2017,TE,2495353
20,2017,TE,2555415
1,2018,QB,2506363
2,2018,QB,2532975
3,2018,QB,2504211
4,2018,QB,2495455
5,2018,QB,2558063
6,2018,QB,2504775
7,2018,QB,2555259
8,2018,QB,2532820
9,2018,QB,79860
10,2018,QB,2506109
11,2018,QB,2533031
12,2018,QB,2506121
13,2018,QB,2543801
14,2018,QB,310
15,2018,QB,2555334
16,2018,QB,2558125
17,2018,QB,2552466
18,2018,QB,2506340
19,2018,QB,2555260
20,2018,QB,2558008
21,2018,QB,2543499
22,2018,QB,2543477
23,2018,QB,2505996
24,2018,QB,2532888
25,2018,QB,2495143
26,2018,QB,2552033
27,2018,QB,2495240
28,2018,QB,2532956
29,2018,QB,497095
30,2018,QB,382
31,2018,QB,2505076
32,2018,QB,2560858
33,2018,QB,2560800
34,2018,QB,2561036
35,2018,QB,2560757
36,2018,QB,2560955
37,2018,QB,2543497
38,2018,QB,2506581
39,2018,QB,2532842
40,2018,QB,2543465
1,2018,RB,2552475
2,2018,RB,2540175
3,2018,RB,2555224
4,2018,RB,2553435
5,2018,RB,2558019
6,2018,RB,2560968
7,2018,RB,2552469
8,2018,RB,2557917
9,2018,RB,2557973
10,2018,RB,2557991
11,2018,RB,2543583
12,2018,RB,2555418
13,2018,RB,2543715
14,2018,RB,2557976
15,2018,RB,2557997
16,2018,RB,79607
17,2018,RB,2555430
18,2018,RB,2561000
19,2018,RB,2555230
20,2018,RB,2552582
21,2018,RB,2560835
22,2018,RB,2556075
23,2018,RB,2533034
24,2018,RB,2495466
25,2018,RB,2560733
26,2018,RB,2560809
27,2018,RB,2495469
28,2018,RB,2560770
29,2018,RB,2495663
30,2018,RB,2552453
31,2018,RB,2558123
32,2018,RB,2539265
33,2018,RB,2560765
34,2018,RB,2550189
35,2018,RB,2540269
36,2018,RB,2558204
37,2018,RB,2543743
38,2018,RB,2540011
39,2018,RB,2558250
40,2018,RB,2552461
41,2018,RB,2561021
42,2018,RB,2558116
43,2018,RB,2555223
44,2018,RB,2552429
45,2018,RB,2540156
46,2018,RB,2495328
47,2018,RB,2559150
48,2018,RB,2558865
49,2018,RB,497149
50,2018,RB,2541161
51,2018,RB,2557994
52,2018,RB,2532899
53,2018,RB,2560742
54,2018,RB,2543773
55,2018,RB,2540020
56,2018,RB,2558918
57,2018,RB,2556466
58,2018,RB,2507999
59,2018,RB,2506404
60,2018,RB,2555229
1,2018,WR,2508061
2,2018,WR,2540165
3,2018,WR,2543496
4,2018,WR,2495454
5,2018,WR,2556370
6,2018,WR,2540154
7,2018,WR,2495450
8,2018,WR,2543495
9,2018,WR,2543468
10,2018,WR,2532865
11,2018,WR,2530747
12,2018,WR,2541785
13,2018,WR,2552608
14,2018,WR,2556214
15,2018,WR,2552487
16,2018,WR,2543509
17,2018,WR,2506106
18,2018,WR,2533039
19,2018,WR,497328
20,2018,WR,2558149
21,2018,WR,2532884
22,2018,WR,2537931
23,2018,WR,2543498
24,2018,WR,497326
25,2018,WR,2543457
26,2018,WR,2530515
27,2018,WR,71269
28,2018,WR,2543488
29,2018,WR,2557848
30,2018,WR,2346
31,2018,WR,2540169
32,2018,WR,497322
33,2018,WR,2552458
34,2018,WR,2556462
35,2018,WR,2557898
36,2018,WR,2495448
37,2018,WR,2552415
38,2018,WR,2539964
39,2018,WR,2555346
40,2018,WR,2552409
41,2018,WR,238498
42,2018,WR,2540202
43,2018,WR,2552600
44,2018,WR,2555295
45,2018,WR,2543471
46,2018,WR,2532903
47,2018,WR,1032
48,2018,WR,2550353
49,2018,WR,2543475
50,2018,WR,2555343
51,2018,WR,2558052
52,2018,WR,1581
53,2018,WR,2560813
54,2018,WR,2553568
55,2018,WR,497278
56,2018,WR,2552430
57,2018,WR,2543491
58,2018,WR,2533040
59,2018,WR,2553913
60,2018,WR,2507166
1,2018,TE,497240
2,2018,TE,2540258
3,2018,TE,2540158
4,2018,TE,2495700
5,2018,TE,2495966
6,2018,TE,497236
7,2018,TE,2495438
8,2018,TE,2557858
9,2018,TE,2550284
10,2018,TE,2540232
11,2018,TE,2540160
12,2018,TE,2558266
13,2018,TE,2557986
14,2018,TE,2557856
15,2018,TE,2543683
16,2018,TE,2540148
17,2018,TE,2495139
18,2018,TE,2506122
19,2018,TE,71265
20,2018,TE,2550656
