profile_id,year,games_played,passing_completions,passing_attempts,passing_yards,passing_touchdowns,interceptions,rushing_attempts,rushing_yards,rushing_touchdowns,receiving_yards,receptions,receiving_touchdowns,fumbles_lost
2504775,2007,16,440,652,4423,28,18,23,52,1,0,0,0,4
2504778,2007,16,0,0,0,0,0,315,1474,15,475,3,367,0
2504833,2007,3,54,79,501,5,1,12,14,1,0,0,0,2
2505033,2007,16,0,0,0,0,0,0,0,0,449,36,5,0
2505052,2007,14,0,0,0,0,0,140,628,4,213,1,229,1
2505062,2007,11,0,0,0,0,0,0,0,0,661,49,4,0
2505076,2007,9,111,190,1151,10,11,29,143,0,0,0,0,3
2505101,2007,12,208,325,2509,18,3,49,185,1,0,0,0,2
2505106,2007,16,0,0,0,0,0,0,0,0,429,39,3,0
2505245,2007,16,373,575,4131,26,20,24,10,0,0,0,0,1
2505299,2007,16,0,0,0,0,0,0,0,0,984,75,9,0
2505354,2007,16,335,520,4211,36,19,31,129,2,0,0,0,2
2505380,2007,15,0,0,0,0,0,222,898,10,324,0,212,1
2505453,2007,16,0,0,0,0,0,5,30,0,800,65,4,0
2505511,2007,16,0,0,0,0,0,2,4,0,694,50,9,2
2505551,2007,9,0,0,0,0,0,0,0,0,851,60,8,1
2505562,2007,10,19,28,215,2,1,4,17,0,0,0,0,1
2505587,2007,12,0,0,0,0,0,1,14,0,853,71,9,1
2505600,2007,8,0,0,0,0,0,0,0,0,14,2,0,0
2505623,2007,8,122,225,1411,4,7,14,27,0,0,0,0,3
2505629,2007,16,0,0,0,0,0,0,0,0,1145,96,7,1
2505664,2007,15,0,0,0,0,0,2,29,0,616,58,11,0
2505673,2007,3,32,58,279,1,2,6,7,0,0,0,0,2
2505674,2007,15,0,0,0,0,0,294,1207,7,231,1,298,3
2505785,2007,6,0,0,0,0,0,0,0,0,97,7,0,0
2505790,2007,16,0,0,0,0,0,4,34,0,1175,112,8,0
2505936,2007,12,0,0,0,0,0,237,1002,5,271,1,355,2
2505967,2007,8,0,0,0,0,0,125,602,3,179,1,157,1
2505976,2007,15,0,0,0,0,0,0,0,0,532,53,4,0
2505982,2007,11,192,289,2241,9,9,17,52,0,0,0,0,3
2505996,2007,16,297,529,3336,23,20,29,69,1,0,0,0,7
2506004,2007,15,0,0,0,0,0,5,38,0,1130,82,2,1
2506014,2007,16,0,0,0,0,0,71,316,1,16,0,131,1
2506053,2007,5,94,139,1009,5,3,12,117,0,0,0,0,2
2506097,2007,16,0,0,0,0,0,0,0,0,849,55,5,0
2506106,2007,15,0,0,0,0,0,0,0,0,1409,100,10,3
2506107,2007,16,0,0,0,0,0,0,0,0,1106,82,5,1
2506109,2007,15,264,404,3154,32,11,35,204,2,0,0,0,3
2506114,2007,16,0,0,0,0,0,2,20,0,409,20,3,0
2506121,2007,16,277,460,3152,21,15,29,33,1,0,0,0,6
2506122,2007,12,0,0,0,0,0,1,11,0,389,36,6,0
2506140,2007,15,0,0,0,0,0,188,956,8,145,0,345,1
2506222,2007,16,0,0,0,0,0,9,61,0,37,3,0,1
2506287,2007,16,0,0,0,0,0,2,7,1,302,32,2,1
2506313,2007,16,0,0,0,0,0,1,0,0,450,29,5,0
2506340,2007,7,94,193,914,2,4,13,89,0,0,0,0,5
2506341,2007,7,0,0,0,0,0,119,602,4,389,1,153,0
2506342,2007,16,0,0,0,0,0,0,0,0,1289,80,16,2
2506343,2007,11,0,0,0,0,0,196,674,4,123,0,169,2
2506344,2007,4,0,0,0,0,0,54,208,3,17,0,63,2
2506363,2007,2,20,28,218,1,0,7,29,0,0,0,0,0
2506364,2007,13,250,417,2700,12,11,36,185,1,0,0,0,8
2506366,2007,16,0,0,0,0,0,1,-2,0,1202,83,6,2
2506369,2007,16,0,0,0,0,0,0,0,0,566,47,7,0
2506400,2007,16,0,0,0,0,0,0,0,0,623,41,3,0
2506404,2007,15,0,0,0,0,0,260,1102,5,436,1,266,3
2506444,2007,3,43,80,478,3,2,5,-1,0,0,0,0,0
2506447,2007,16,0,0,0,0,0,204,975,10,282,2,327,0
2506448,2007,11,0,0,0,0,0,202,1009,4,174,2,205,4
2506467,2007,15,0,0,0,0,0,37,164,2,31,0,59,0
2506531,2007,13,0,0,0,0,0,0,0,0,55,4,2,0
2506546,2007,16,298,527,3787,29,19,32,70,3,0,0,0,2
2506562,2007,6,4,7,38,0,1,4,12,1,0,0,0,0
2506581,2007,1,0,0,0,0,0,0,0,0,0,0,0,0
2506817,2007,16,0,0,0,0,0,0,0,0,0,0,0,0
2506871,2007,8,0,0,0,0,0,58,300,0,190,0,98,0
2506874,2007,12,0,0,0,0,0,157,581,4,417,2,140,3
2506875,2007,15,238,382,2546,9,17,93,395,3,0,0,0,3
2506878,2007,5,60,112,647,2,4,11,42,0,0,0,0,0
2506885,2007,13,0,0,0,0,0,5,17,0,942,52,8,0
2506895,2007,10,130,250,1529,5,10,27,111,1,0,0,0,1
2506928,2007,16,0,0,0,0,0,1,-8,0,5,1,0,1
2507141,2007,12,0,0,0,0,0,52,252,1,151,1,94,0
2507164,2007,14,0,0,0,0,0,238,1341,12,268,1,369,3
2507166,2007,16,0,0,0,0,0,4,3,0,420,34,2,1
2507169,2007,1,0,0,0,0,0,3,-2,0,0,0,0,1
2507171,2007,5,60,107,559,1,3,9,12,1,0,0,0,5
2507175,2007,5,0,0,0,0,0,0,0,0,63,8,0,0
2507183,2007,16,0,0,0,0,0,0,0,0,676,47,2,2
2507218,2007,16,0,0,0,0,0,0,0,0,178,16,1,0
2507278,2007,3,0,0,0,0,0,14,47,1,4,0,9,0
2507282,2007,9,63,111,730,3,5,3,5,0,0,0,0,0
184,2008,15,0,0,0,0,0,10,69,1,674,53,3,0
216,2008,11,0,0,0,0,0,1,-3,0,27,3,0,0
220,2008,7,0,0,0,0,0,0,0,0,90,14,0,0
222,2008,16,0,0,0,0,0,12,69,1,320,23,1,1
234,2008,16,0,0,0,0,0,316,1238,8,477,4,321,1
252,2008,3,7,12,67,0,0,0,0,0,0,0,0,0
262,2008,15,0,0,0,0,0,251,1228,9,260,1,371,1
284,2008,13,0,0,0,0,0,113,499,4,285,0,157,1
310,2008,16,265,434,3440,16,11,55,104,1,0,0,0,1
318,2008,6,0,0,0,0,0,0,0,0,2,1,0,0
324,2008,12,0,0,0,0,0,0,0,0,12,3,0,0
367,2008,7,2,5,6,0,0,4,4,0,0,0,0,0
382,2008,16,257,428,2971,14,12,52,180,2,0,0,0,2
733,2008,10,0,0,0,0,0,0,0,0,0,0,0,0
768,2008,11,0,0,0,0,0,1,6,0,102,10,2,0
925,2008,16,0,0,0,0,0,67,357,0,272,1,189,2
927,2008,14,0,0,0,0,0,0,0,0,0,0,0,0
929,2008,9,0,0,0,0,0,74,275,5,37,0,57,0
931,2008,6,0,0,0,0,0,30,266,3,10,0,135,0
935,2008,2,0,0,0,0,0,1,19,0,22,0,19,0
939,2008,4,0,0,0,0,0,19,58,0,17,0,21,0
941,2008,13,0,0,0,0,0,107,454,0,273,0,165,1
949,2008,16,0,0,0,0,0,184,836,10,47,0,263,1
1030,2008,7,0,0,0,0,0,1,-12,0,26,4,0,0
1032,2008,16,0,0,0,0,0,0,0,0,366,33,2,0
1060,2008,15,0,0,0,0,0,0,0,0,0,0,0,0
1062,2008,16,0,0,0,0,0,0,0,0,283,20,4,0
1072,2008,14,0,0,0,0,0,0,0,0,74,6,1,0
1074,2008,16,0,0,0,0,0,0,0,0,535,48,3,0
1581,2008,16,0,0,0,0,0,17,96,1,912,62,2,2
1966,2008,16,0,0,0,0,0,0,0,0,627,55,5,0
1970,2008,16,0,0,0,0,0,92,472,2,185,0,189,0
1980,2008,12,0,0,0,0,0,68,343,5,179,1,77,0
1990,2008,15,0,0,0,0,0,11,109,0,980,91,5,1
1996,2008,2,0,0,0,0,0,15,69,1,0,0,22,0
2346,2008,14,0,0,0,0,0,0,0,0,23,4,0,0
2643,2008,1,0,0,0,0,0,2,27,0,0,0,31,0
4383,2008,16,0,0,0,0,0,143,399,10,237,0,148,0
2495558,2008,16,0,0,0,0,0,0,0,0,1022,86,7,0
2495560,2008,15,0,0,0,0,0,67,355,1,42,1,222,0
2495562,2008,16,0,0,0,0,0,2,8,0,1006,77,3,0
2495647,2008,16,0,0,0,0,0,3,-1,0,1331,78,12,2
2495651,2008,16,0,0,0,0,0,1,-5,0,81,3,0,1
2495660,2008,2,0,0,0,0,0,2,7,0,0,0,5,0
2495663,2008,15,0,0,0,0,0,250,1036,8,300,1,276,1
2495676,2008,14,0,0,0,0,0,1,20,1,289,12,3,0
2495700,2008,16,0,0,0,0,0,0,0,0,574,54,5,2
2495714,2008,3,45,89,518,2,2,5,21,0,0,0,0,0
2495718,2008,13,0,0,0,0,0,0,0,0,141,15,4,0
2495721,2008,6,0,0,0,0,0,0,0,0,52,5,0,0
2495744,2008,16,0,0,0,0,0,15,62,0,89,0,22,0
2495748,2008,3,9,17,119,1,0,3,20,0,0,0,0,0
2495772,2008,6,0,0,0,0,0,2,15,0,0,0,9,0
2495793,2008,12,0,0,0,0,0,155,544,5,206,2,123,1
2495801,2008,12,0,0,0,0,0,0,0,0,278,13,3,0
2495821,2008,11,0,0,0,0,0,0,0,0,760,47,5,0
2495824,2008,16,384,616,4526,25,18,57,200,2,0,0,0,2
2495825,2008,16,0,0,0,0,0,0,0,0,862,70,2,1
2495826,2008,16,0,0,0,0,0,1,11,0,358,31,2,1
2495831,2008,16,0,0,0,0,0,197,824,12,565,2,234,2
2495835,2008,16,0,0,0,0,0,0,0,0,454,34,7,0
2495863,2008,9,88,149,1056,9,2,26,145,0,0,0,0,3
2495867,2008,16,0,0,0,0,0,0,0,0,1292,80,9,0
2495888,2008,16,0,0,0,0,0,0,0,0,489,41,2,0
2495893,2008,15,0,0,0,0,0,2,-4,0,1265,104,6,3
2495966,2008,15,0,0,0,0,0,2,-13,0,155,10,1,0
2495979,2008,16,0,0,0,0,0,273,1515,18,121,2,449,0
2500150,2008,16,242,415,2676,12,7,25,49,0,0,0,0,1
2500835,2008,16,0,0,0,0,0,0,0,0,1058,96,10,0
2501078,2008,7,109,209,1216,5,10,11,69,0,0,0,0,0
2501863,2008,16,371,555,4002,27,12,20,21,1,0,0,0,0
2501898,2008,16,0,0,0,0,0,1,3,0,1037,80,5,1
2502044,2008,16,345,571,3916,23,11,39,147,2,0,0,0,5
2502220,2008,16,0,0,0,0,0,2,0,0,1008,69,11,2
2502377,2008,16,0,0,0,0,0,7,33,0,1052,69,10,1
2503532,2008,16,0,0,0,0,0,1,4,0,1043,81,7,0
2503715,2008,16,0,0,0,0,0,160,659,4,219,1,220,2
2504211,2008,1,7,11,76,0,0,0,0,0,0,0,0,0
2504252,2008,16,0,0,0,0,0,290,1312,13,207,2,285,1
2504253,2008,10,0,0,0,0,0,0,0,0,454,35,4,0
2504595,2008,14,0,0,0,0,0,5,40,0,1421,78,6,1
2504651,2008,13,0,0,0,0,0,0,0,0,540,53,4,0
2504743,2008,16,0,0,0,0,0,1,27,0,1044,79,6,1
2504747,2008,16,0,0,0,0,0,0,0,0,1145,82,6,0
2504775,2008,16,413,635,5069,34,17,22,-1,0,0,0,0,1
2504778,2008,16,0,0,0,0,0,292,1110,11,426,1,282,0
2504833,2008,9,181,288,2046,13,8,24,115,2,0,0,0,2
2505033,2008,16,0,0,0,0,0,0,0,0,468,38,2,0
2505052,2008,13,0,0,0,0,0,132,574,0,136,2,235,1
2505062,2008,8,0,0,0,0,0,0,0,0,412,30,4,0
2505076,2008,2,0,0,0,0,0,4,-3,0,0,0,0,0
2505101,2008,16,335,535,3620,15,13,73,322,2,0,0,0,3
2505106,2008,4,0,0,0,0,0,0,0,0,139,11,0,0
2505245,2008,4,75,129,731,3,4,6,38,0,0,0,0,0
2505299,2008,16,0,0,0,0,0,0,0,0,704,60,8,1
2505354,2008,13,276,450,3448,26,14,28,41,0,0,0,0,7
2505380,2008,10,0,0,0,0,0,132,563,4,174,0,216,2
2505453,2008,16,0,0,0,0,0,3,23,0,899,60,8,0
2505511,2008,1,0,0,0,0,0,0,0,0,60,5,1,0
2505551,2008,16,0,0,0,0,0,0,0,0,1575,115,8,1
2505562,2008,10,141,242,1532,11,3,16,78,0,0,0,0,3
2505587,2008,12,0,0,0,0,0,9,67,0,1038,89,11,3
2505600,2008,11,0,0,0,0,0,0,0,0,364,26,2,0
2505623,2008,4,32,62,257,2,2,3,4,2,0,0,0,0
2505629,2008,16,0,0,0,0,0,0,0,0,952,81,4,0
2505664,2008,15,0,0,0,0,0,0,0,0,848,77,6,1
2505673,2008,5,21,36,303,2,0,4,7,1,0,0,0,0
2505674,2008,13,0,0,0,0,0,170,671,7,173,0,193,3
2505785,2008,13,0,0,0,0,0,0,0,0,465,27,4,0
2505790,2008,16,0,0,0,0,0,3,26,0,1165,111,3,1
2505936,2008,12,0,0,0,0,0,253,1042,7,379,1,244,3
2505967,2008,16,0,0,0,0,0,182,1025,2,384,0,270,0
2505976,2008,16,0,0,0,0,0,0,0,0,777,50,3,0
2505982,2008,11,251,380,3043,15,10,31,68,2,0,0,0,4
2505996,2008,16,289,479,3238,21,10,20,10,1,0,0,0,2
2506004,2008,16,0,0,0,0,0,2,8,0,858,71,5,1
2506014,2008,16,0,0,0,0,0,377,1699,17,41,0,427,2
2506053,2008,2,0,1,0,0,0,3,15,0,0,0,0,0
2506097,2008,16,0,0,0,0,0,1,22,0,1017,63,3,1
2506106,2008,16,0,0,0,0,0,0,0,0,1431,96,12,0
2506107,2008,10,0,0,0,0,0,0,0,0,428,43,3,1
2506109,2008,16,281,469,3301,17,15,34,101,2,0,0,0,7
2506114,2008,16,0,0,0,0,0,4,33,0,793,32,3,0
2506121,2008,16,312,478,4009,34,11,31,84,0,0,0,0,4
2506122,2008,14,0,0,0,0,0,0,0,0,209,22,2,1
2506140,2008,16,0,0,0,0,0,312,1203,4,116,1,279,3
2506222,2008,15,0,0,0,0,0,29,167,1,18,2,1,0
2506287,2008,16,0,0,0,0,0,0,0,0,928,79,10,0
2506313,2008,16,0,0,0,0,0,5,18,0,631,40,3,0
2506341,2008,16,0,0,0,0,0,214,916,10,254,0,278,1
2506342,2008,16,0,0,0,0,0,0,0,0,873,55,3,0
2506343,2008,12,0,0,0,0,0,214,747,2,185,0,183,1
2506344,2008,6,0,0,0,0,0,63,233,4,43,0,70,0
2506363,2008,16,341,536,4038,28,13,56,207,4,0,0,0,3
2506364,2008,16,315,506,3245,13,6,47,258,1,0,0,0,1
2506366,2008,16,0,0,0,0,0,2,4,0,1382,88,7,1
2506369,2008,14,0,0,0,0,0,0,0,0,514,48,3,1
2506400,2008,16,0,0,0,0,0,4,69,0,1098,59,7,1
2506404,2008,14,0,0,0,0,0,240,1036,6,373,2,282,3
2506444,2008,15,272,465,2972,18,12,24,49,3,0,0,0,5
2506447,2008,15,0,0,0,0,0,238,885,7,417,2,230,3
2506448,2008,13,0,0,0,0,0,219,1089,15,36,0,306,1
2506467,2008,16,0,0,0,0,0,61,330,1,342,5,151,2
2506481,2008,10,143,255,1616,8,8,7,29,0,0,0,0,0
2506531,2008,16,0,0,0,0,0,0,0,0,77,11,0,0
2506546,2008,10,142,283,1615,9,8,25,55,0,0,0,0,2
2506562,2008,16,327,516,3693,21,11,73,270,2,0,0,0,4
2506581,2008,13,221,372,1905,8,9,60,304,2,0,0,0,5
2506817,2008,16,0,0,0,0,0,2,43,2,17,0,43,0
2506871,2008,16,0,0,0,0,0,130,571,3,317,0,187,1
2506874,2008,10,0,0,0,0,0,106,404,2,440,4,176,2
2506875,2008,3,22,36,219,1,2,8,27,0,0,0,0,0
2506878,2008,4,15,29,264,1,1,4,5,0,0,0,0,1
2506885,2008,15,0,0,0,0,0,2,9,0,821,55,5,1
2506895,2008,2,3,5,26,0,1,3,-3,0,0,0,0,0
2506928,2008,16,0,0,0,0,0,2,26,0,596,43,2,0
2507141,2008,15,0,0,0,0,0,129,625,9,284,3,217,1
2507164,2008,16,0,0,0,0,0,363,1760,10,125,0,491,4
2507166,2008,16,0,0,0,0,0,5,73,2,790,56,2,0
2507169,2008,6,17,34,144,0,4,13,2,0,0,0,0,0
2507175,2008,16,0,0,0,0,0,0,0,0,574,57,1,0
2507183,2008,10,0,0,0,0,0,0,0,0,274,20,1,0
2507184,2008,9,0,0,0,0,0,0,0,0,217,16,0,0
2507192,2008,15,0,0,0,0,0,95,421,3,162,0,155,1
2507218,2008,16,0,0,0,0,0,0,0,0,318,27,1,0
2507278,2008,9,0,0,0,0,0,0,0,0,-2,0,0,0
2507428,2008,13,0,0,0,0,0,13,37,0,171,1,24,0
2507476,2008,16,0,0,0,0,0,238,976,8,286,0,307,1
2507518,2008,1,0,0,0,0,0,13,83,0,5,0,23,0
184,2009,16,0,0,0,0,0,4,30,0,589,47,5,2
216,2009,16,0,0,0,0,0,0,0,0,509,48,6,0
220,2009,9,0,0,0,0,0,0,0,0,214,17,1,0
234,2009,16,0,0,0,0,0,258,929,4,471,0,260,3
252,2009,14,274,451,2878,12,14,16,32,1,0,0,0,0
262,2009,16,0,0,0,0,0,358,2006,14,503,2,616,3
264,2009,6,63,125,685,4,8,22,148,0,0,0,0,1
284,2009,12,0,0,0,0,0,104,357,1,245,0,119,3
310,2009,14,263,451,2916,22,14,30,49,1,0,0,0,2
318,2009,2,0,0,0,0,0,0,0,0,0,0,0,0
324,2009,16,0,0,0,0,0,0,0,0,35,3,0,0
367,2009,15,7,12,58,0,1,5,-5,0,0,0,0,0
382,2009,16,315,499,3613,21,12,35,56,0,0,0,0,2
733,2009,16,0,0,0,0,0,0,0,0,717,54,2,0
768,2009,5,0,0,0,0,0,0,0,0,10,2,0,0
925,2009,15,0,0,0,0,0,190,1120,7,297,1,372,3
927,2009,16,0,0,0,0,0,114,619,4,350,1,220,1
929,2009,12,0,0,0,0,0,26,114,0,11,0,58,0
931,2009,14,0,0,0,0,0,116,685,3,119,0,301,2
939,2009,16,0,0,0,0,0,242,1108,7,261,1,324,3
941,2009,16,0,0,0,0,0,254,1339,7,702,1,374,3
949,2009,16,0,0,0,0,0,221,1133,10,139,1,358,2
1030,2009,14,0,0,0,0,0,0,0,0,822,57,5,1
1032,2009,13,0,0,0,0,0,0,0,0,320,22,2,1
1060,2009,16,0,0,0,0,0,0,0,0,242,12,0,0
1062,2009,14,0,0,0,0,0,0,0,0,159,15,0,0
1072,2009,13,0,0,0,0,0,0,0,0,676,55,5,1
1074,2009,16,0,0,0,0,0,1,7,0,522,45,2,1
1581,2009,15,0,0,0,0,0,11,137,1,1156,62,9,1
1966,2009,16,0,0,0,0,0,0,0,0,574,51,7,0
1970,2009,16,0,0,0,0,0,64,349,3,132,0,175,0
1980,2009,14,0,0,0,0,0,13,54,1,19,0,20,1
1990,2009,14,0,0,0,0,0,1,1,0,345,37,0,0
2346,2009,14,0,0,0,0,0,2,10,0,765,47,4,0
2643,2009,7,0,0,0,0,0,5,17,0,0,0,7,0
2649,2009,14,0,0,0,0,0,3,-2,0,326,43,1,1
2688,2009,5,0,0,0,0,0,0,0,0,158,12,0,0
4327,2009,10,0,0,0,0,0,15,64,0,87,0,33,0
4383,2009,16,0,0,0,0,0,143,598,8,428,0,225,4
4433,2009,2,0,0,0,0,0,0,0,0,20,0,0,0
71195,2009,3,0,0,0,0,0,0,0,0,16,1,0,0
71217,2009,16,0,0,0,0,0,0,0,0,701,42,3,1
71265,2009,14,0,0,0,0,0,0,0,0,74,9,0,0
71269,2009,11,0,0,0,0,0,0,0,0,625,48,2,1
71345,2009,15,0,0,0,0,0,39,202,1,101,0,129,0
71431,2009,11,0,0,0,0,0,0,0,0,346,30,2,0
79555,2009,6,0,0,0,0,0,54,257,3,93,0,58,1
79557,2009,10,158,290,1855,10,18,30,161,0,0,0,0,2
79563,2009,14,0,0,0,0,0,108,540,2,0,0,171,3
79595,2009,15,0,0,0,0,0,0,0,0,527,45,5,2
79607,2009,16,0,0,0,0,0,155,637,4,308,0,227,1
79619,2009,16,0,0,0,0,0,247,947,7,213,2,220,4
79635,2009,7,0,0,0,0,0,8,48,0,0,0,33,0
79661,2009,16,0,0,0,0,0,176,793,7,143,0,261,2
79858,2009,15,196,364,2444,12,20,36,106,3,0,0,0,3
79860,2009,10,201,377,2267,13,20,20,108,2,0,0,0,1
80425,2009,15,0,0,0,0,0,15,135,0,790,60,6,0
80427,2009,11,0,0,0,0,0,2,19,0,124,9,1,0
80429,2009,15,0,0,0,0,0,2,-7,0,773,56,4,0
80630,2009,7,0,0,0,0,0,40,220,0,4,0,123,0
80644,2009,8,0,0,0,0,0,22,49,0,15,0,23,1
80672,2009,14,0,0,0,0,0,2,8,0,790,47,6,0
80674,2009,2,0,0,0,0,0,11,50,0,19,0,24,0
81282,2009,16,0,0,0,0,0,2,1,0,676,60,7,0
81288,2009,10,0,0,0,0,0,0,0,0,348,34,1,1
81294,2009,5,19,27,142,0,0,10,25,1,0,0,0,0
81300,2009,2,8,28,83,0,2,3,4,0,0,0,0,2
81308,2009,14,0,0,0,0,0,12,86,0,453,48,1,1
81831,2009,16,0,0,0,0,0,4,29,1,506,31,3,0
81857,2009,11,0,0,0,0,0,1,6,0,96,7,0,0
81869,2009,13,0,0,0,0,0,74,321,0,67,0,143,0
89766,2009,11,0,0,0,0,0,0,0,0,19,4,0,0
238457,2009,14,0,0,0,0,0,1,3,0,212,21,2,0
238498,2009,11,0,0,0,0,0,2,5,0,359,37,1,0
238504,2009,16,0,0,0,0,0,6,15,0,83,1,15,1
2495558,2009,11,0,0,0,0,0,0,0,0,589,47,4,0
2495560,2009,15,0,0,0,0,0,163,778,7,207,0,264,2
2495562,2009,15,0,0,0,0,0,2,44,0,712,55,3,1
2495647,2009,14,0,0,0,0,0,7,73,0,984,67,5,2
2495651,2009,14,0,0,0,0,0,3,22,0,437,27,6,0
2495660,2009,14,0,0,0,0,0,27,84,0,217,0,53,1
2495663,2009,13,0,0,0,0,0,120,450,2,179,0,165,1
2495676,2009,16,0,0,0,0,0,6,82,0,722,45,9,1
2495700,2009,16,0,0,0,0,0,0,0,0,612,60,8,0
2495714,2009,10,136,256,1339,8,7,20,98,1,0,0,0,3
2495718,2009,16,0,0,0,0,0,0,0,0,1312,83,8,1
2495721,2009,3,0,0,0,0,0,0,0,0,167,13,1,0
2495744,2009,14,0,0,0,0,0,142,613,4,259,1,166,1
2495748,2009,3,26,51,259,0,6,9,33,1,0,0,0,1
2495772,2009,8,0,0,0,0,0,13,73,1,15,0,46,1
2495793,2009,15,0,0,0,0,0,219,828,10,336,3,204,1
2495801,2009,16,0,0,0,0,0,2,-2,0,1320,81,11,0
2495821,2009,16,0,0,0,0,0,1,6,0,1074,70,9,2
2495824,2009,16,336,555,3666,27,26,40,173,1,0,0,0,1
2495825,2009,8,0,0,0,0,0,0,0,0,519,40,5,0
2495826,2009,16,0,0,0,0,0,0,0,0,965,78,13,0
2495831,2009,16,0,0,0,0,0,312,1391,15,374,1,407,1
2495835,2009,14,0,0,0,0,0,0,0,0,339,31,2,2
2495863,2009,8,14,21,201,1,0,17,-10,0,0,0,0,0
2495867,2009,16,0,0,0,0,0,0,0,0,1113,68,4,0
2495888,2009,15,0,0,0,0,0,0,0,0,518,32,2,0
2495893,2009,15,0,0,0,0,0,7,39,0,1120,101,10,0
2495966,2009,16,0,0,0,0,0,3,34,0,233,21,0,2
2495979,2009,13,0,0,0,0,0,216,1117,7,252,0,358,3
2500150,2009,7,119,216,1225,6,8,11,15,1,0,0,0,2
2500835,2009,16,0,0,0,0,0,0,0,0,867,83,6,0
2501078,2009,14,293,488,3029,17,17,26,119,0,0,0,0,3
2501863,2009,16,393,571,4500,33,16,19,-13,0,0,0,0,0
2501898,2009,16,0,0,0,0,0,1,2,0,1028,73,7,0
2502044,2009,14,267,443,3553,22,10,37,140,2,0,0,0,3
2502220,2009,16,0,0,0,0,0,0,0,0,1264,83,13,1
2502377,2009,16,0,0,0,0,0,6,54,1,829,55,5,0
2503532,2009,16,0,0,0,0,0,0,0,0,1167,95,6,1
2503715,2009,16,0,0,0,0,0,241,1121,11,264,2,332,2
2504211,2009,16,371,565,4398,28,13,29,44,1,0,0,0,2
2504252,2009,16,0,0,0,0,0,331,1402,14,58,0,343,0
2504531,2009,12,6,13,86,1,0,24,95,2,0,0,0,0
2504595,2009,15,0,0,0,0,0,5,22,0,982,65,7,0
2504651,2009,16,0,0,0,0,0,3,32,0,1047,72,9,2
2504743,2009,16,0,0,0,0,0,2,8,0,902,70,3,1
2504747,2009,16,0,0,0,0,0,0,0,0,1264,100,10,0
2504775,2009,15,363,514,4388,34,11,22,33,2,0,0,0,6
2504778,2009,14,0,0,0,0,0,223,730,12,154,0,183,2
2504833,2009,6,87,155,943,5,2,8,70,0,0,0,0,1
2505033,2009,16,0,0,0,0,0,0,0,0,732,54,2,0
2505052,2009,14,0,0,0,0,0,93,384,2,210,0,161,0
2505062,2009,14,0,0,0,0,0,1,-8,0,437,45,2,0
2505076,2009,1,1,6,2,0,0,0,0,0,0,0,0,0
2505101,2009,16,314,516,3597,15,10,77,323,3,0,0,0,8
2505106,2009,16,0,0,0,0,0,0,0,0,332,34,1,0
2505245,2009,16,282,466,3094,21,13,39,93,3,0,0,0,2
2505299,2009,16,0,0,0,0,0,0,0,0,1157,79,8,0
2505354,2009,16,347,550,4483,26,9,35,105,1,0,0,0,4
2505380,2009,13,0,0,0,0,0,14,66,0,109,0,44,0
2505453,2009,14,0,0,0,0,0,4,26,0,611,53,2,0
2505511,2009,13,0,0,0,0,0,2,4,0,812,63,3,2
2505551,2009,16,0,0,0,0,0,2,10,0,1569,101,9,0
2505562,2009,13,78,120,700,3,2,16,2,1,0,0,0,2
2505587,2009,15,0,0,0,0,0,3,12,1,1024,84,4,2
2505600,2009,2,0,0,0,0,0,0,0,0,117,8,0,0
2505623,2009,1,3,9,33,0,1,3,9,0,0,0,0,0
2505629,2009,16,0,0,0,0,0,0,0,0,1030,94,2,0
2505664,2009,16,0,0,0,0,0,2,11,0,1106,100,10,0
2505673,2009,3,58,107,594,4,3,6,6,0,0,0,0,0
2505674,2009,16,0,0,0,0,0,109,544,12,85,2,221,1
2505785,2009,16,0,0,0,0,0,0,0,0,776,45,1,0
2505790,2009,14,0,0,0,0,0,5,36,0,1348,123,4,0
2505936,2009,15,0,0,0,0,0,324,1416,4,322,0,371,2
2505967,2009,14,0,0,0,0,0,114,409,1,150,2,177,0
2505976,2009,15,0,0,0,0,0,0,0,0,635,50,1,0
2505982,2009,16,396,583,4770,29,15,48,57,0,0,0,0,2
2505996,2009,16,317,509,4021,27,14,17,65,0,0,0,0,8
2506004,2009,14,0,0,0,0,0,2,7,1,821,57,3,0
2506014,2009,11,0,0,0,0,0,178,871,10,35,0,254,2
2506053,2009,3,1,3,2,0,0,0,0,0,0,0,0,0
2506097,2009,16,0,0,0,0,0,0,0,0,612,44,7,0
2506106,2009,16,0,0,0,0,0,0,0,0,1092,97,13,0
2506107,2009,16,0,0,0,0,0,1,7,0,884,77,5,0
2506109,2009,15,337,506,4328,26,12,40,82,2,0,0,0,3
2506114,2009,16,0,0,0,0,0,4,13,0,804,51,2,0
2506121,2009,16,317,486,4254,28,9,26,50,1,0,0,0,3
2506122,2009,16,0,0,0,0,0,0,0,0,404,29,5,0
2506140,2009,16,0,0,0,0,0,282,1253,11,197,0,361,1
2506222,2009,16,0,0,0,0,0,55,381,1,135,20,1,2
2506287,2009,7,0,0,0,0,0,0,0,0,153,14,2,0
2506313,2009,16,0,0,0,0,0,2,15,0,569,47,6,0
2506340,2009,11,225,372,2350,18,12,24,51,0,0,0,0,1
2506341,2009,9,0,0,0,0,0,147,648,8,98,0,178,1
2506342,2009,16,0,0,0,0,0,0,0,0,680,45,4,1
2506343,2009,13,0,0,0,0,0,301,1251,6,111,0,269,0
