profile_id,year,games_played,passing_completions,passing_attempts,passing_yards,passing_touchdowns,interceptions,rushing_attempts,rushing_yards,rushing_touchdowns,receiving_yards,receptions,receiving_touchdowns,fumbles_lost,position
2495474,2012,5,0,0,0,0,0,58,164,0,44,7,0,2,RB
2495560,2007,12,0,0,0,0,0,23,190,1,12,2,0,2,RB
2495560,2008,15,0,0,0,0,0,67,355,1,42,5,1,3,RB
2495560,2009,15,0,0,0,0,0,163,778,7,207,21,0,3,RB
2495560,2010,16,0,0,0,0,0,276,1235,8,314,47,0,7,RB
2495560,2011,12,0,0,0,0,0,171,659,9,267,34,2,1,RB
2495560,2012,14,0,0,0,0,0,221,1015,6,245,23,0,3,RB
2495560,2013,3,0,0,0,0,0,41,186,2,42,7,0,0,RB
2495560,2014,10,0,0,0,0,0,90,425,2,300,38,6,3,RB
2495560,2015,6,0,0,0,0,0,31,85,0,64,10,3,0,RB
2495660,2007,16,0,0,0,0,0,86,303,0,183,30,0,0,RB
2495660,2008,2,0,0,0,0,0,2,7,0,0,0,0,0,RB
2495660,2009,14,0,0,0,0,0,27,84,0,217,30,0,1,RB
2495660,2010,11,0,0,0,0,0,9,61,0,137,20,1,0,RB
2495660,2011,13,0,0,0,0,0,17,85,0,210,22,0,0,RB
2495660,2012,15,0,0,0,0,0,33,106,0,67,11,0,0,RB
2495660,2013,16,0,0,0,0,0,47,182,0,179,29,0,0,RB
2495660,2014,1,0,0,0,0,0,0,0,0,15,1,0,0,RB
2495663,2007,13,0,0,0,0,0,280,1115,7,184,18,0,2,RB
2495663,2008,15,0,0,0,0,0,250,1036,8,300,47,1,2,RB
2495663,2009,13,0,0,0,0,0,120,450,2,179,28,0,3,RB
2495663,2010,16,0,0,0,0,0,202,737,6,145,22,0,4,RB
2495663,2011,15,0,0,0,0,0,285,1204,12,212,28,1,3,RB
2495663,2012,16,0,0,0,0,0,315,1590,11,196,23,1,5,RB
2495663,2013,16,0,0,0,0,0,301,1257,12,316,36,2,4,RB
2495663,2014,16,0,0,0,0,0,280,1306,13,367,37,4,3,RB
2495663,2015,7,0,0,0,0,0,111,417,3,80,13,0,0,RB
2495663,2017,15,0,0,0,0,0,207,891,7,151,20,0,1,RB
2495663,2018,6,0,0,0,0,0,90,376,3,84,15,0,0,RB
2495744,2007,7,0,0,0,0,0,13,43,1,0,0,0,0,RB
2495744,2008,16,0,0,0,0,0,15,62,0,89,8,0,0,RB
2495744,2009,14,0,0,0,0,0,142,613,4,259,30,1,2,RB
2495744,2010,14,0,0,0,0,0,87,324,2,303,44,3,2,RB
2495744,2011,15,0,0,0,0,0,44,151,0,179,26,1,0,RB
2495744,2012,16,0,0,0,0,0,18,63,0,203,31,1,1,RB
2495744,2013,14,0,0,0,0,0,44,164,1,216,29,3,0,RB
2495772,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,RB
2495772,2008,6,0,0,0,0,0,2,15,0,0,0,0,0,RB
2495772,2009,8,0,0,0,0,0,13,73,1,15,3,0,1,RB
2495772,2010,14,0,0,0,0,0,20,73,0,67,7,0,0,RB
2495772,2011,16,0,0,0,0,0,46,163,0,170,27,0,0,RB
2495772,2012,16,0,0,0,0,0,11,51,0,100,14,0,0,RB
2495793,2006,16,0,0,0,0,0,226,1081,7,325,40,1,2,RB
2495793,2007,15,0,0,0,0,0,261,1072,12,364,41,3,0,RB
2495793,2008,12,0,0,0,0,0,155,544,5,206,25,2,1,RB
2495793,2009,15,0,0,0,0,0,219,828,10,336,51,3,1,RB
2495793,2010,8,0,0,0,0,0,116,495,4,124,19,0,2,RB
2495793,2011,12,0,0,0,0,0,118,433,1,93,15,0,1,RB
2495831,2006,16,0,0,0,0,0,166,941,13,436,46,2,1,RB
2495831,2007,15,0,0,0,0,0,167,768,9,407,40,0,2,RB
2495831,2008,16,0,0,0,0,0,197,824,12,565,62,2,6,RB
2495831,2009,16,0,0,0,0,0,312,1391,15,374,53,1,2,RB
2495831,2010,14,0,0,0,0,0,299,1324,5,317,34,2,2,RB
2495831,2011,16,0,0,0,0,0,343,1606,8,374,43,3,6,RB
2495831,2012,6,0,0,0,0,0,86,414,1,86,14,1,2,RB
2495831,2013,15,0,0,0,0,0,234,803,5,314,43,0,1,RB
2495831,2014,12,0,0,0,0,0,43,96,0,71,11,0,1,RB
2495979,2006,13,0,0,0,0,0,121,501,1,313,33,1,1,RB
2495979,2007,16,0,0,0,0,0,144,717,4,175,23,1,1,RB
2495979,2008,16,0,0,0,0,0,273,1515,18,121,22,2,0,RB
2495979,2009,13,0,0,0,0,0,216,1117,7,252,29,0,3,RB
2495979,2010,6,0,0,0,0,0,87,361,1,61,11,0,1,RB
2495979,2011,16,0,0,0,0,0,155,836,7,135,16,0,0,RB
2495979,2012,16,0,0,0,0,0,173,737,5,187,13,2,2,RB
2495979,2013,15,0,0,0,0,0,201,843,3,333,26,1,3,RB
2495979,2014,6,0,0,0,0,0,62,219,0,44,5,0,1,RB
2495979,2015,16,0,0,0,0,0,200,907,11,367,40,0,4,RB
2495979,2016,9,0,0,0,0,0,98,343,4,118,18,2,0,RB
2503715,1999,12,0,0,0,0,0,253,884,2,172,28,0,6,RB
2503715,2000,10,0,0,0,0,0,248,1000,8,409,44,1,6,RB
2503715,2001,16,0,0,0,0,0,313,1245,6,511,60,1,8,RB
2503715,2002,16,0,0,0,0,0,383,1853,16,363,47,1,7,RB
2503715,2003,16,0,0,0,0,0,392,1372,9,351,50,1,7,RB
2503715,2005,12,0,0,0,0,0,168,743,6,93,17,0,1,RB
2503715,2007,1,0,0,0,0,0,6,15,0,0,0,0,1,RB
2503715,2008,16,0,0,0,0,0,160,659,4,219,29,1,5,RB
2503715,2009,16,0,0,0,0,0,241,1121,11,264,35,2,5,RB
2503715,2010,16,0,0,0,0,0,159,673,2,141,19,1,4,RB
2503715,2011,16,0,0,0,0,0,108,444,2,83,13,0,2,RB
2504252,2000,14,0,0,0,0,0,112,373,2,208,32,0,4,RB
2504252,2001,16,0,0,0,0,0,112,380,5,151,21,0,2,RB
2504252,2002,9,0,0,0,0,0,138,511,2,113,20,0,3,RB
2504252,2003,16,0,0,0,0,0,137,627,3,180,24,0,4,RB
2504252,2004,14,0,0,0,0,0,240,948,7,427,56,0,2,RB
2504252,2005,15,0,0,0,0,0,314,1335,9,143,26,0,2,RB
2504252,2006,16,0,0,0,0,0,296,1210,6,154,36,0,1,RB
2504252,2007,16,0,0,0,0,0,310,1119,1,217,28,1,2,RB
2504252,2008,16,0,0,0,0,0,290,1312,13,207,36,2,2,RB
2504252,2009,16,0,0,0,0,0,331,1402,14,58,10,0,2,RB
2504252,2010,16,0,0,0,0,0,245,896,6,122,14,0,3,RB
2504252,2011,16,0,0,0,0,0,153,478,0,43,5,0,0,RB
2504778,2001,16,0,0,0,0,0,339,1236,10,367,59,0,8,RB
2504778,2002,16,0,0,0,0,0,372,1683,14,489,79,1,3,RB
2504778,2003,16,0,0,0,0,0,313,1645,13,725,100,4,2,RB
2504778,2004,15,0,0,0,0,0,339,1335,17,441,53,1,6,RB
2504778,2005,16,0,0,0,0,0,339,1462,18,370,51,2,3,RB
2504778,2006,16,0,0,0,0,0,348,1815,28,508,56,3,2,RB
2504778,2007,16,0,0,0,0,0,315,1474,15,475,60,3,0,RB
2504778,2008,16,0,0,0,0,0,292,1110,11,426,52,1,1,RB
2504778,2009,14,0,0,0,0,0,223,730,12,154,20,0,2,RB
2504778,2010,15,0,0,0,0,0,219,914,6,368,52,0,4,RB
2504778,2011,14,0,0,0,0,0,75,280,1,449,42,2,0,RB
2505052,2002,11,0,0,0,0,0,32,153,0,25,3,0,1,RB
2505052,2003,16,0,0,0,0,0,38,239,0,32,4,1,2,RB
2505052,2004,15,0,0,0,0,0,30,126,0,53,9,0,0,RB
2505052,2005,16,0,0,0,0,0,71,288,1,48,5,0,0,RB
2505052,2006,16,0,0,0,0,0,161,604,0,46,11,0,1,RB
2505052,2007,14,0,0,0,0,0,140,628,4,213,23,1,1,RB
2505052,2008,13,0,0,0,0,0,132,574,0,136,19,2,1,RB
2505052,2009,14,0,0,0,0,0,93,384,2,210,26,0,1,RB
2505052,2010,14,0,0,0,0,0,90,336,5,170,25,0,1,RB
2505052,2011,16,0,0,0,0,0,80,316,1,230,26,1,1,RB
2505380,2004,9,0,0,0,0,0,13,73,0,0,0,0,0,RB
2505380,2005,16,0,0,0,0,0,28,83,0,0,0,0,1,RB
2505380,2006,16,0,0,0,0,0,11,59,0,4,1,0,0,RB
2505380,2007,15,0,0,0,0,0,222,898,10,324,49,0,1,RB
2505380,2008,10,0,0,0,0,0,132,563,4,174,23,0,2,RB
2505380,2009,13,0,0,0,0,0,14,66,0,109,14,0,0,RB
2505380,2010,12,0,0,0,0,0,20,99,1,130,16,1,1,RB
2505380,2011,7,0,0,0,0,0,37,206,0,163,26,0,1,RB
2505674,2004,16,0,0,0,0,0,284,1128,13,169,22,0,4,RB
2505674,2005,16,0,0,0,0,0,325,1247,5,178,28,0,1,RB
2505674,2006,14,0,0,0,0,0,259,990,6,156,18,0,4,RB
2505674,2007,15,0,0,0,0,0,294,1207,7,231,43,1,4,RB
2505674,2008,13,0,0,0,0,0,170,671,7,173,24,0,3,RB
2505674,2009,16,0,0,0,0,0,109,544,12,85,15,2,1,RB
2505674,2010,15,0,0,0,0,0,100,380,5,55,14,1,2,RB
2505674,2011,15,0,0,0,0,0,249,1199,4,51,12,1,4,RB
2505674,2012,10,0,0,0,0,0,167,731,4,221,26,0,5,RB
2505674,2013,12,0,0,0,0,0,138,377,2,20,8,0,1,RB
2505936,2004,14,0,0,0,0,0,134,673,4,189,19,0,1,RB
2505936,2005,15,0,0,0,0,0,254,1046,8,320,43,2,3,RB
2505936,2006,16,0,0,0,0,0,346,1528,13,806,90,3,4,RB
2505936,2007,12,0,0,0,0,0,237,1002,5,271,38,1,5,RB
2505936,2008,12,0,0,0,0,0,253,1042,7,379,40,1,5,RB
2505936,2009,15,0,0,0,0,0,324,1416,4,322,51,0,2,RB
2505936,2010,16,0,0,0,0,0,330,1241,6,383,46,0,1,RB
2505936,2011,15,0,0,0,0,0,260,1145,5,333,42,1,2,RB
2505936,2012,16,0,0,0,0,0,258,1045,4,321,38,0,0,RB
2505936,2013,12,0,0,0,0,0,157,543,6,191,33,1,0,RB
2505936,2014,15,0,0,0,0,0,190,707,6,148,20,0,0,RB
2505936,2015,2,0,0,0,0,0,21,50,1,20,1,0,0,RB
2505967,2004,5,0,0,0,0,0,0,0,0,0,0,0,1,RB
2505967,2005,14,0,0,0,0,0,35,123,0,13,2,0,0,RB
2505967,2006,8,0,0,0,0,0,0,0,0,0,0,0,1,RB
2505967,2007,8,0,0,0,0,0,125,602,3,179,26,1,2,RB
2505967,2008,16,0,0,0,0,0,182,1025,2,384,41,0,2,RB
2505967,2009,14,0,0,0,0,0,114,409,1,150,20,2,0,RB
2505967,2010,16,0,0,0,0,0,50,315,4,61,7,0,0,RB
2505967,2011,12,0,0,0,0,0,45,154,2,0,0,0,0,RB
2506014,2004,14,0,0,0,0,0,20,104,0,8,4,0,1,RB
2506014,2005,16,0,0,0,0,0,57,335,3,0,0,0,0,RB
2506014,2006,13,0,0,0,0,0,80,502,2,47,3,0,0,RB
2506014,2007,16,0,0,0,0,0,71,316,1,16,4,0,1,RB
2506014,2008,16,0,0,0,0,0,377,1699,17,41,6,0,3,RB
2506014,2009,11,0,0,0,0,0,178,871,10,35,5,0,4,RB
2506014,2010,16,0,0,0,0,0,334,1371,12,85,12,0,2,RB
2506014,2011,16,0,0,0,0,0,301,1340,11,168,17,0,3,RB
2506014,2012,16,0,0,0,0,0,222,800,10,128,19,1,3,RB
2506140,2007,15,0,0,0,0,0,188,956,8,145,30,0,1,RB
2506140,2008,16,0,0,0,0,0,312,1203,4,116,18,1,4,RB
2506140,2009,16,0,0,0,0,0,282,1253,11,197,25,0,1,RB
2506140,2010,1,0,0,0,0,0,8,45,0,0,0,0,0,RB
2506140,2011,15,0,0,0,0,0,134,559,2,268,19,1,1,RB
2506140,2012,5,0,0,0,0,0,32,132,2,34,1,0,1,RB
2506341,2005,15,0,0,0,0,0,207,907,4,232,32,1,4,RB
2506341,2006,13,0,0,0,0,0,241,1008,5,276,33,0,4,RB
2506341,2007,7,0,0,0,0,0,119,602,4,389,39,1,0,RB
2506341,2008,16,0,0,0,0,0,214,916,10,254,33,0,1,RB
2506341,2009,9,0,0,0,0,0,147,648,8,98,14,0,1,RB
2506341,2010,16,0,0,0,0,0,200,734,5,242,33,0,3,RB
2506341,2011,16,0,0,0,0,0,42,136,1,0,0,0,1,RB
2506341,2012,14,0,0,0,0,0,46,220,0,371,49,0,0,RB
2506341,2013,16,0,0,0,0,0,45,157,1,60,8,0,0,RB
2506341,2014,10,0,0,0,0,0,20,63,0,44,5,0,0,RB
2506343,2005,9,0,0,0,0,0,67,272,0,3,1,0,1,RB
2506343,2006,15,0,0,0,0,0,157,647,6,54,8,0,0,RB
2506343,2007,11,0,0,0,0,0,196,674,4,123,17,0,3,RB
2506343,2008,12,0,0,0,0,0,214,747,2,185,20,0,2,RB
2506343,2009,13,0,0,0,0,0,301,1251,6,111,17,0,1,RB
2506343,2010,16,0,0,0,0,0,321,1111,7,178,28,1,7,RB
2506343,2011,15,0,0,0,0,0,273,1067,6,82,15,0,5,RB
2506343,2012,5,0,0,0,0,0,71,248,1,97,14,0,1,RB
2506344,2005,14,0,0,0,0,0,290,1178,6,81,20,0,3,RB
2506344,2006,14,0,0,0,0,0,225,798,1,196,30,0,3,RB
2506344,2007,4,0,0,0,0,0,54,208,3,17,3,0,2,RB
2506344,2008,6,0,0,0,0,0,63,233,4,43,7,0,1,RB
2506344,2009,16,0,0,0,0,0,211,823,4,217,28,3,1,RB
2506344,2010,16,0,0,0,0,0,125,437,2,355,46,1,1,RB
2506344,2011,11,0,0,0,0,0,87,361,1,93,14,0,1,RB
2506404,2005,14,0,0,0,0,0,127,608,3,131,15,0,2,RB
2506404,2006,16,0,0,0,0,0,312,1695,8,485,61,1,6,RB
2506404,2007,15,0,0,0,0,0,260,1102,5,436,53,1,4,RB
2506404,2008,14,0,0,0,0,0,240,1036,6,373,43,2,6,RB
2506404,2009,14,0,0,0,0,0,229,1120,10,406,52,3,4,RB
2506404,2010,11,0,0,0,0,0,203,853,3,452,46,2,4,RB
2506404,2011,16,0,0,0,0,0,282,1211,8,114,17,0,2,RB
2506404,2012,16,0,0,0,0,0,258,1214,8,234,28,1,2,RB
2506404,2013,16,0,0,0,0,0,276,1128,9,141,16,0,3,RB
2506404,2014,16,0,0,0,0,0,255,1106,4,111,11,1,2,RB
2506404,2015,16,0,0,0,0,0,260,967,6,267,34,1,4,RB
2506404,2016,16,0,0,0,0,0,263,1025,4,277,38,4,2,RB
2506404,2017,16,0,0,0,0,0,261,961,3,245,29,1,3,RB
2506404,2018,14,0,0,0,0,0,156,722,0,124,12,1,1,RB
2506447,2005,13,0,0,0,0,0,138,538,5,115,18,0,3,RB
2506447,2006,16,0,0,0,0,0,135,654,14,196,23,2,0,RB
2506447,2007,16,0,0,0,0,0,204,975,10,282,44,2,3,RB
2506447,2008,15,0,0,0,0,0,238,885,7,417,52,2,7,RB
2506447,2009,15,0,0,0,0,0,214,932,7,221,26,0,2,RB
2506447,2010,13,0,0,0,0,0,113,374,4,49,11,0,0,RB
2506447,2011,11,0,0,0,0,0,114,422,6,50,5,0,1,RB
2506448,2005,16,0,0,0,0,0,38,99,7,0,0,0,1,RB
2506448,2006,15,0,0,0,0,0,96,423,9,149,11,0,2,RB
2506448,2007,11,0,0,0,0,0,202,1009,4,174,23,2,5,RB
2506448,2008,13,0,0,0,0,0,219,1089,15,36,6,0,3,RB
2506448,2009,15,0,0,0,0,0,224,835,5,184,18,1,2,RB
2506448,2010,16,0,0,0,0,0,147,823,9,59,7,0,2,RB
2506448,2011,14,0,0,0,0,0,152,571,7,128,15,1,3,RB
2506448,2012,2,0,0,0,0,0,5,7,0,0,0,0,0,RB
2506448,2013,7,0,0,0,0,0,58,238,4,13,2,0,1,RB
2506467,2005,15,0,0,0,0,0,8,50,0,10,3,0,3,RB
2506467,2007,15,0,0,0,0,0,37,164,2,31,10,0,1,RB
2506467,2008,16,0,0,0,0,0,61,330,1,342,29,5,3,RB
2506467,2009,16,0,0,0,0,0,93,343,3,497,45,4,3,RB
2506467,2010,16,0,0,0,0,0,50,267,0,520,59,2,3,RB
2506467,2011,16,0,0,0,0,0,87,603,2,710,86,7,0,RB
2506467,2012,13,0,0,0,0,0,48,244,1,667,75,7,0,RB
2506467,2013,15,0,0,0,0,0,53,220,2,604,71,2,2,RB
2506467,2014,15,0,0,0,0,0,57,329,6,387,40,0,4,RB
2506467,2015,16,0,0,0,0,0,83,317,3,388,55,1,2,RB
2506467,2016,15,0,0,0,0,0,94,438,2,427,52,2,1,RB
2506467,2017,3,0,0,0,0,0,15,61,0,73,7,0,1,RB
2506467,2018,6,0,0,0,0,0,29,120,1,160,15,2,0,RB
2506817,2006,14,0,0,0,0,0,0,0,0,0,0,0,0,RB
2506817,2007,16,0,0,0,0,0,0,0,0,0,0,0,0,RB
2506817,2008,16,0,0,0,0,0,2,43,2,17,2,0,0,RB
2506817,2009,16,0,0,0,0,0,2,1,0,0,0,0,0,RB
2506817,2010,16,0,0,0,0,0,0,0,0,0,0,0,0,RB
2506817,2011,13,0,0,0,0,0,10,39,0,2,2,0,0,RB
2506817,2012,13,0,0,0,0,0,42,209,1,113,8,0,0,RB
2506817,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,RB
2506817,2014,6,0,0,0,0,0,0,0,0,0,0,0,0,RB
2506871,2007,8,0,0,0,0,0,58,300,0,190,22,0,0,RB
2506871,2008,16,0,0,0,0,0,130,571,3,317,37,0,3,RB
2506871,2009,16,0,0,0,0,0,237,1062,2,371,46,2,4,RB
2506871,2010,16,0,0,0,0,0,222,927,5,215,31,2,5,RB
2506871,2011,10,0,0,0,0,0,170,934,6,442,39,0,2,RB
2506871,2012,10,0,0,0,0,0,115,437,3,217,34,1,5,RB
2506871,2013,16,0,0,0,0,0,206,890,9,387,47,1,3,RB
2506871,2014,14,0,0,0,0,0,141,525,2,501,66,1,5,RB
2506871,2015,16,0,0,0,0,0,26,100,0,257,32,2,1,RB
2506874,2006,16,0,0,0,0,0,155,565,6,742,88,2,2,RB
2506874,2007,12,0,0,0,0,0,157,581,4,417,73,2,8,RB
2506874,2008,10,0,0,0,0,0,106,404,2,440,52,4,3,RB
2506874,2009,14,0,0,0,0,0,70,390,5,335,47,3,4,RB
2506874,2010,8,0,0,0,0,0,36,150,0,208,34,1,2,RB
2506874,2011,15,0,0,0,0,0,216,1086,6,296,43,1,4,RB
2506874,2012,16,0,0,0,0,0,227,986,6,292,35,2,4,RB
2506874,2013,14,0,0,0,0,0,223,1006,4,506,54,3,5,RB
2506874,2014,11,0,0,0,0,0,76,297,2,253,40,0,0,RB
2506874,2015,5,0,0,0,0,0,8,28,0,19,4,0,0,RB
2506874,2016,13,0,0,0,0,0,12,-3,1,90,7,0,1,RB
2507141,2007,12,0,0,0,0,0,52,252,1,151,17,1,0,RB
2507141,2008,15,0,0,0,0,0,129,625,9,284,31,3,1,RB
2507141,2009,14,0,0,0,0,0,147,793,6,302,39,2,2,RB
2507141,2010,6,0,0,0,0,0,83,269,2,201,29,0,0,RB
2507141,2011,16,0,0,0,0,0,110,562,5,425,50,1,1,RB
2507141,2012,15,0,0,0,0,0,105,473,1,354,39,1,0,RB
2507141,2013,16,0,0,0,0,0,147,549,2,513,77,3,2,RB
2507141,2014,11,0,0,0,0,0,45,222,2,378,45,1,0,RB
2507141,2015,5,0,0,0,0,0,15,64,0,84,9,0,0,RB
2507164,2007,14,0,0,0,0,0,238,1341,12,268,19,1,4,RB
2507164,2008,16,0,0,0,0,0,363,1760,10,125,21,0,9,RB
2507164,2009,16,0,0,0,0,0,314,1383,18,436,43,0,7,RB
2507164,2010,15,0,0,0,0,0,283,1298,12,341,36,1,1,RB
2507164,2011,12,0,0,0,0,0,208,970,12,139,18,1,1,RB
2507164,2012,16,0,0,0,0,0,348,2097,12,217,40,1,4,RB
2507164,2013,14,0,0,0,0,0,279,1266,10,171,29,1,5,RB
2507164,2014,1,0,0,0,0,0,21,75,0,18,2,0,0,RB
2507164,2015,16,0,0,0,0,0,327,1485,11,222,30,0,7,RB
2507164,2016,3,0,0,0,0,0,37,72,0,8,3,0,1,RB
2507164,2017,10,0,0,0,0,0,156,529,2,70,11,0,3,RB
2507164,2018,16,0,0,0,0,0,251,1042,7,208,20,1,3,RB
2507192,2008,15,0,0,0,0,0,95,421,3,162,19,0,1,RB
2507192,2009,16,0,0,0,0,0,123,589,3,105,17,0,2,RB
2507192,2010,14,0,0,0,0,0,158,655,8,194,18,0,0,RB
2507192,2011,16,0,0,0,0,0,256,977,7,418,37,1,1,RB
2507192,2012,13,0,0,0,0,0,114,411,5,83,9,0,1,RB
2507192,2013,15,0,0,0,0,0,63,197,3,48,4,1,0,RB
2507278,2007,3,0,0,0,0,0,14,47,1,4,1,0,0,RB
2507278,2008,9,0,0,0,0,0,0,0,0,-2,1,0,0,RB
2507278,2009,5,0,0,0,0,0,7,21,0,-3,2,0,0,RB
2507278,2010,16,0,0,0,0,0,20,50,1,9,1,0,0,RB
2507278,2011,15,0,0,0,0,0,149,597,2,68,9,0,0,RB
2507278,2012,16,0,0,0,0,0,95,311,3,108,15,1,0,RB
2507278,2013,16,0,0,0,0,0,36,142,1,36,4,0,0,RB
2507278,2014,16,0,0,0,0,0,5,9,1,28,5,0,0,RB
2507428,2008,13,0,0,0,0,0,13,37,0,171,13,1,0,RB
2507428,2009,16,0,0,0,0,0,25,148,1,192,17,3,1,RB
2507428,2010,15,0,0,0,0,0,182,735,11,216,25,0,5,RB
2507428,2011,15,0,0,0,0,0,121,490,8,433,54,2,2,RB
2507428,2012,16,0,0,0,0,0,54,183,7,268,27,0,0,RB
2507428,2013,16,0,0,0,0,0,101,361,5,184,27,2,0,RB
2507428,2014,8,0,0,0,0,0,37,78,0,93,12,0,0,RB
2507428,2015,16,0,0,0,0,0,62,256,1,154,18,3,0,RB
2507428,2016,16,0,0,0,0,0,35,114,0,72,10,1,0,RB
2507428,2017,12,0,0,0,0,0,66,247,1,78,14,0,2,RB
2507476,2008,16,0,0,0,0,0,238,976,8,286,39,0,2,RB
2507476,2009,13,0,0,0,0,0,217,747,4,415,41,1,3,RB
2507476,2010,6,0,0,0,0,0,34,133,0,123,11,0,0,RB
2507476,2011,7,0,0,0,0,0,72,356,4,179,22,3,1,RB
2507476,2012,12,0,0,0,0,0,37,134,1,79,10,1,0,RB
2507518,2008,1,0,0,0,0,0,13,83,0,5,1,0,1,RB
2507518,2010,10,0,0,0,0,0,41,158,0,16,3,0,1,RB
2507518,2011,16,0,0,0,0,0,96,402,1,148,16,1,2,RB
2507518,2012,15,0,0,0,0,0,42,158,1,61,7,1,1,RB
2507591,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,RB
2507591,2010,16,0,0,0,0,0,52,247,0,72,9,2,1,RB
2507591,2011,16,0,0,0,0,0,110,479,3,78,18,0,2,RB
2507591,2012,14,0,0,0,0,0,110,410,2,244,19,0,3,RB
2507591,2013,3,0,0,0,0,0,10,12,0,14,4,0,1,RB
2507779,2009,11,0,0,0,0,0,78,281,3,169,11,0,1,RB
2507779,2010,13,0,0,0,0,0,129,497,2,205,20,0,0,RB
2507779,2011,16,0,0,0,0,0,134,645,5,86,16,0,0,RB
2507779,2012,10,0,0,0,0,0,108,417,1,93,9,0,0,RB
2507779,2013,16,0,0,0,0,0,102,537,6,214,27,2,0,RB
2507779,2014,13,0,0,0,0,0,85,223,0,211,29,0,1,RB
2507779,2015,10,0,0,0,0,0,59,229,1,88,8,0,1,RB
2507790,2010,4,0,0,0,0,0,2,-1,0,0,0,0,0,RB
2507790,2012,10,0,0,0,0,0,73,385,8,86,12,0,0,RB
2507790,2013,8,0,0,0,0,0,139,492,3,103,20,0,3,RB
2507897,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,RB
2507897,2011,15,0,0,0,0,0,30,102,1,21,3,0,0,RB
2507897,2012,11,0,0,0,0,0,0,0,0,21,2,0,0,RB
2507897,2013,16,0,0,0,0,0,18,54,1,68,10,0,2,RB
2507897,2014,6,0,0,0,0,0,7,19,0,11,3,0,0,RB
2507999,2010,12,0,0,0,0,0,137,716,5,17,1,0,4,RB
2507999,2011,6,0,0,0,0,0,79,374,1,0,0,0,0,RB
2507999,2012,6,0,0,0,0,0,40,217,2,15,2,0,0,RB
2507999,2013,15,0,0,0,0,0,182,833,3,10,2,0,2,RB
2507999,2014,16,0,0,0,0,0,198,821,6,123,18,1,2,RB
2507999,2015,15,0,0,0,0,0,247,1070,7,217,30,1,4,RB
2507999,2016,11,0,0,0,0,0,117,439,3,186,20,0,5,RB
2507999,2017,14,0,0,0,0,0,112,382,1,175,21,1,2,RB
2507999,2018,13,0,0,0,0,0,115,385,1,205,13,0,1,RB
2508119,2011,4,0,0,0,0,0,3,11,0,6,1,0,0,RB
2508119,2012,12,0,0,0,0,0,135,464,0,125,18,0,1,RB
2508119,2013,13,0,0,0,0,0,11,35,0,8,2,0,0,RB
2530690,2011,5,0,0,0,0,0,9,42,0,4,1,0,0,RB
2530690,2012,4,0,0,0,0,0,34,157,2,17,2,0,0,RB
2530690,2014,15,0,0,0,0,0,16,64,0,11,1,0,0,RB
2530690,2015,4,0,0,0,0,0,48,189,0,97,9,0,1,RB
2530690,2016,10,0,0,0,0,0,38,138,0,115,8,1,2,RB
2531056,2012,13,0,0,0,0,0,60,217,0,132,19,0,2,RB
2532797,2012,10,0,0,0,0,0,56,274,2,11,2,0,0,RB
2532797,2013,12,0,0,0,0,0,55,271,3,152,21,0,0,RB
2532797,2014,16,0,0,0,0,0,28,89,1,8,2,0,0,RB
2532797,2015,15,0,0,0,0,0,63,207,0,180,19,2,0,RB
2532797,2016,14,0,0,0,0,0,1,4,0,15,2,0,0,RB
2532797,2017,16,0,0,0,0,0,13,67,0,7,1,0,0,RB
2532797,2018,16,0,0,0,0,0,8,91,2,13,3,1,1,RB
2532864,2012,3,0,0,0,0,0,4,5,0,0,0,0,0,RB
2532864,2013,6,0,0,0,0,0,5,33,0,57,1,0,0,RB
2532864,2014,16,0,0,0,0,0,78,351,1,173,21,0,2,RB
2532864,2015,10,0,0,0,0,0,25,79,0,47,9,0,1,RB
2532899,2012,16,0,0,0,0,0,319,1454,11,472,49,1,1,RB
2532899,2013,6,0,0,0,0,0,127,456,1,66,12,0,2,RB
2532899,2014,11,0,0,0,0,0,134,494,2,64,13,0,0,RB
2532899,2015,16,0,0,0,0,0,288,1402,6,271,33,1,5,RB
2532899,2016,8,0,0,0,0,0,144,421,3,134,14,0,1,RB
2532899,2017,11,0,0,0,0,0,138,406,3,84,9,0,1,RB
2532899,2018,16,0,0,0,0,0,172,723,4,116,18,0,3,RB
2532926,2012,15,0,0,0,0,0,10,54,0,16,3,0,2,RB
2532926,2013,10,0,0,0,0,0,7,21,0,78,11,0,0,RB
2532926,2015,2,0,0,0,0,0,2,3,0,0,0,0,1,RB
2532926,2016,3,0,0,0,0,0,8,22,0,6,1,0,0,RB
2533012,2012,16,0,0,0,0,0,211,814,2,152,17,1,3,RB
2533012,2013,1,0,0,0,0,0,13,63,0,-5,1,0,0,RB
2533030,2014,8,0,0,0,0,0,89,412,5,7,1,0,0,RB
2533030,2015,8,0,0,0,0,0,45,176,0,76,7,0,0,RB
2533032,2012,15,0,0,0,0,0,267,950,11,367,51,1,3,RB
2533032,2013,16,0,0,0,0,0,188,563,3,316,35,1,2,RB
2533032,2014,15,0,0,0,0,0,159,519,3,229,27,0,2,RB
